N, 0, IBM, 10, 100, B, 0
N, 699, IBM, 10, 100, B, 699
N, 700, IBM, 10, 100, B, 700
N, 701, IBM, 10, 100, B, 701
N, 702, IBM, 10, 100, B, 702
N, 703, IBM, 10, 100, B, 703
N, 704, IBM, 10, 100, B, 704
N, 705, IBM, 10, 100, B, 705
N, 706, IBM, 10, 100, B, 706
N, 707, IBM, 10, 100, B, 707
N, 708, IBM, 10, 100, B, 708
N, 709, IBM, 10, 100, B, 709
N, 710, IBM, 10, 100, B, 710
N, 711, IBM, 10, 100, B, 711
N, 712, IBM, 10, 100, B, 712
N, 713, IBM, 10, 100, B, 713
N, 714, IBM, 10, 100, B, 714
N, 715, IBM, 10, 100, B, 715
N, 716, IBM, 10, 100, B, 716
N, 717, IBM, 10, 100, B, 717
N, 718, IBM, 10, 100, B, 718
N, 719, IBM, 10, 100, B, 719
N, 720, IBM, 10, 100, B, 720
N, 721, IBM, 10, 100, B, 721
N, 722, IBM, 10, 100, B, 722
N, 723, IBM, 10, 100, B, 723
N, 724, IBM, 10, 100, B, 724
N, 725, IBM, 10, 100, B, 725
N, 726, IBM, 10, 100, B, 726
N, 727, IBM, 10, 100, B, 727
N, 728, IBM, 10, 100, B, 728
N, 729, IBM, 10, 100, B, 729
N, 730, IBM, 10, 100, B, 730
N, 731, IBM, 10, 100, B, 731
N, 732, IBM, 10, 100, B, 732
N, 733, IBM, 10, 100, B, 733
N, 734, IBM, 10, 100, B, 734
N, 735, IBM, 10, 100, B, 735
N, 736, IBM, 10, 100, B, 736
N, 737, IBM, 10, 100, B, 737
N, 738, IBM, 10, 100, B, 738
N, 739, IBM, 10, 100, B, 739
N, 740, IBM, 10, 100, B, 740
N, 741, IBM, 10, 100, B, 741
N, 742, IBM, 10, 100, B, 742
N, 743, IBM, 10, 100, B, 743
N, 744, IBM, 10, 100, B, 744
N, 745, IBM, 10, 100, B, 745
N, 746, IBM, 10, 100, B, 746
N, 747, IBM, 10, 100, B, 747
N, 748, IBM, 10, 100, B, 748
N, 749, IBM, 10, 100, B, 749
N, 750, IBM, 10, 100, B, 750
N, 751, IBM, 10, 100, B, 751
N, 752, IBM, 10, 100, B, 752
N, 753, IBM, 10, 100, B, 753
N, 754, IBM, 10, 100, B, 754
N, 755, IBM, 10, 100, B, 755
N, 756, IBM, 10, 100, B, 756
N, 757, IBM, 10, 100, B, 757
N, 758, IBM, 10, 100, B, 758
N, 759, IBM, 10, 100, B, 759
N, 760, IBM, 10, 100, B, 760
N, 761, IBM, 10, 100, B, 761
N, 762, IBM, 10, 100, B, 762
N, 763, IBM, 10, 100, B, 763
N, 764, IBM, 10, 100, B, 764
N, 765, IBM, 10, 100, B, 765
N, 766, IBM, 10, 100, B, 766
N, 767, IBM, 10, 100, B, 767
N, 768, IBM, 10, 100, B, 768
N, 769, IBM, 10, 100, B, 769
N, 770, IBM, 10, 100, B, 770
N, 771, IBM, 10, 100, B, 771
N, 772, IBM, 10, 100, B, 772
N, 773, IBM, 10, 100, B, 773
N, 774, IBM, 10, 100, B, 774
N, 775, IBM, 10, 100, B, 775
N, 776, IBM, 10, 100, B, 776
N, 777, IBM, 10, 100, B, 777
N, 778, IBM, 10, 100, B, 778
N, 779, IBM, 10, 100, B, 779
N, 780, IBM, 10, 100, B, 780
N, 781, IBM, 10, 100, B, 781
N, 782, IBM, 10, 100, B, 782
N, 783, IBM, 10, 100, B, 783
N, 784, IBM, 10, 100, B, 784
N, 785, IBM, 10, 100, B, 785
N, 786, IBM, 10, 100, B, 786
N, 787, IBM, 10, 100, B, 787
N, 788, IBM, 10, 100, B, 788
N, 789, IBM, 10, 100, B, 789
N, 790, IBM, 10, 100, B, 790
N, 791, IBM, 10, 100, B, 791
N, 792, IBM, 10, 100, B, 792
N, 793, IBM, 10, 100, B, 793
N, 794, IBM, 10, 100, B, 794
N, 795, IBM, 10, 100, B, 795
N, 796, IBM, 10, 100, B, 796
N, 797, IBM, 10, 100, B, 797
N, 798, IBM, 10, 100, B, 798
N, 799, IBM, 10, 100, B, 799
N, 800, IBM, 10, 100, B, 800
N, 801, IBM, 10, 100, B, 801
N, 802, IBM, 10, 100, B, 802
N, 803, IBM, 10, 100, B, 803
N, 804, IBM, 10, 100, B, 804
N, 805, IBM, 10, 100, B, 805
N, 806, IBM, 10, 100, B, 806
N, 807, IBM, 10, 100, B, 807
N, 808, IBM, 10, 100, B, 808
N, 809, IBM, 10, 100, B, 809
N, 810, IBM, 10, 100, B, 810
N, 811, IBM, 10, 100, B, 811
N, 812, IBM, 10, 100, B, 812
N, 813, IBM, 10, 100, B, 813
N, 814, IBM, 10, 100, B, 814
N, 815, IBM, 10, 100, B, 815
N, 816, IBM, 10, 100, B, 816
N, 817, IBM, 10, 100, B, 817
N, 818, IBM, 10, 100, B, 818
N, 819, IBM, 10, 100, B, 819
N, 820, IBM, 10, 100, B, 820
N, 821, IBM, 10, 100, B, 821
N, 822, IBM, 10, 100, B, 822
N, 823, IBM, 10, 100, B, 823
N, 824, IBM, 10, 100, B, 824
N, 825, IBM, 10, 100, B, 825
N, 826, IBM, 10, 100, B, 826
N, 827, IBM, 10, 100, B, 827
N, 828, IBM, 10, 100, B, 828
N, 829, IBM, 10, 100, B, 829
N, 830, IBM, 10, 100, B, 830
N, 831, IBM, 10, 100, B, 831
N, 832, IBM, 10, 100, B, 832
N, 833, IBM, 10, 100, B, 833
N, 834, IBM, 10, 100, B, 834
N, 835, IBM, 10, 100, B, 835
N, 836, IBM, 10, 100, B, 836
N, 837, IBM, 10, 100, B, 837
N, 838, IBM, 10, 100, B, 838
N, 839, IBM, 10, 100, B, 839
N, 840, IBM, 10, 100, B, 840
N, 841, IBM, 10, 100, B, 841
N, 842, IBM, 10, 100, B, 842
N, 843, IBM, 10, 100, B, 843
N, 844, IBM, 10, 100, B, 844
N, 845, IBM, 10, 100, B, 845
N, 846, IBM, 10, 100, B, 846
N, 847, IBM, 10, 100, B, 847
N, 848, IBM, 10, 100, B, 848
N, 849, IBM, 10, 100, B, 849
N, 850, IBM, 10, 100, B, 850
N, 851, IBM, 10, 100, B, 851
N, 852, IBM, 10, 100, B, 852
N, 853, IBM, 10, 100, B, 853
N, 854, IBM, 10, 100, B, 854
N, 855, IBM, 10, 100, B, 855
N, 856, IBM, 10, 100, B, 856
N, 857, IBM, 10, 100, B, 857
N, 858, IBM, 10, 100, B, 858
N, 859, IBM, 10, 100, B, 859
N, 860, IBM, 10, 100, B, 860
N, 861, IBM, 10, 100, B, 861
N, 862, IBM, 10, 100, B, 862
N, 863, IBM, 10, 100, B, 863
N, 864, IBM, 10, 100, B, 864
N, 865, IBM, 10, 100, B, 865
N, 866, IBM, 10, 100, B, 866
N, 867, IBM, 10, 100, B, 867
N, 868, IBM, 10, 100, B, 868
N, 869, IBM, 10, 100, B, 869
N, 870, IBM, 10, 100, B, 870
N, 871, IBM, 10, 100, B, 871
N, 872, IBM, 10, 100, B, 872
N, 873, IBM, 10, 100, B, 873
N, 874, IBM, 10, 100, B, 874
N, 875, IBM, 10, 100, B, 875
N, 876, IBM, 10, 100, B, 876
N, 877, IBM, 10, 100, B, 877
N, 878, IBM, 10, 100, B, 878
N, 879, IBM, 10, 100, B, 879
N, 880, IBM, 10, 100, B, 880
N, 881, IBM, 10, 100, B, 881
N, 882, IBM, 10, 100, B, 882
N, 883, IBM, 10, 100, B, 883
N, 884, IBM, 10, 100, B, 884
N, 885, IBM, 10, 100, B, 885
N, 886, IBM, 10, 100, B, 886
N, 887, IBM, 10, 100, B, 887
N, 888, IBM, 10, 100, B, 888
N, 889, IBM, 10, 100, B, 889
N, 890, IBM, 10, 100, B, 890
N, 891, IBM, 10, 100, B, 891
N, 892, IBM, 10, 100, B, 892
N, 893, IBM, 10, 100, B, 893
N, 894, IBM, 10, 100, B, 894
N, 895, IBM, 10, 100, B, 895
N, 896, IBM, 10, 100, B, 896
N, 897, IBM, 10, 100, B, 897
N, 898, IBM, 10, 100, B, 898
N, 899, IBM, 10, 100, B, 899
N, 900, IBM, 10, 100, B, 900
N, 901, IBM, 10, 100, B, 901
N, 902, IBM, 10, 100, B, 902
N, 903, IBM, 10, 100, B, 903
N, 904, IBM, 10, 100, B, 904
N, 905, IBM, 10, 100, B, 905
N, 906, IBM, 10, 100, B, 906
N, 907, IBM, 10, 100, B, 907
N, 908, IBM, 10, 100, B, 908
N, 909, IBM, 10, 100, B, 909
N, 910, IBM, 10, 100, B, 910
N, 911, IBM, 10, 100, B, 911
N, 912, IBM, 10, 100, B, 912
N, 913, IBM, 10, 100, B, 913
N, 914, IBM, 10, 100, B, 914
N, 915, IBM, 10, 100, B, 915
N, 916, IBM, 10, 100, B, 916
N, 917, IBM, 10, 100, B, 917
N, 918, IBM, 10, 100, B, 918
N, 919, IBM, 10, 100, B, 919
N, 920, IBM, 10, 100, B, 920
N, 921, IBM, 10, 100, B, 921
N, 922, IBM, 10, 100, B, 922
N, 923, IBM, 10, 100, B, 923
N, 924, IBM, 10, 100, B, 924
N, 925, IBM, 10, 100, B, 925
N, 926, IBM, 10, 100, B, 926
N, 927, IBM, 10, 100, B, 927
N, 928, IBM, 10, 100, B, 928
N, 929, IBM, 10, 100, B, 929
N, 930, IBM, 10, 100, B, 930
N, 931, IBM, 10, 100, B, 931
N, 932, IBM, 10, 100, B, 932
N, 933, IBM, 10, 100, B, 933
N, 934, IBM, 10, 100, B, 934
N, 935, IBM, 10, 100, B, 935
N, 936, IBM, 10, 100, B, 936
N, 937, IBM, 10, 100, B, 937
N, 938, IBM, 10, 100, B, 938
N, 939, IBM, 10, 100, B, 939
N, 940, IBM, 10, 100, B, 940
N, 941, IBM, 10, 100, B, 941
N, 942, IBM, 10, 100, B, 942
N, 943, IBM, 10, 100, B, 943
N, 944, IBM, 10, 100, B, 944
N, 945, IBM, 10, 100, B, 945
N, 946, IBM, 10, 100, B, 946
N, 947, IBM, 10, 100, B, 947
N, 948, IBM, 10, 100, B, 948
N, 949, IBM, 10, 100, B, 949
N, 950, IBM, 10, 100, B, 950
N, 951, IBM, 10, 100, B, 951
N, 952, IBM, 10, 100, B, 952
N, 953, IBM, 10, 100, B, 953
N, 954, IBM, 10, 100, B, 954
N, 955, IBM, 10, 100, B, 955
N, 956, IBM, 10, 100, B, 956
N, 957, IBM, 10, 100, B, 957
N, 958, IBM, 10, 100, B, 958
N, 959, IBM, 10, 100, B, 959
N, 960, IBM, 10, 100, B, 960
N, 961, IBM, 10, 100, B, 961
N, 962, IBM, 10, 100, B, 962
N, 963, IBM, 10, 100, B, 963
N, 964, IBM, 10, 100, B, 964
N, 965, IBM, 10, 100, B, 965
N, 966, IBM, 10, 100, B, 966
N, 967, IBM, 10, 100, B, 967
N, 968, IBM, 10, 100, B, 968
N, 969, IBM, 10, 100, B, 969
N, 970, IBM, 10, 100, B, 970
N, 971, IBM, 10, 100, B, 971
N, 972, IBM, 10, 100, B, 972
N, 973, IBM, 10, 100, B, 973
N, 974, IBM, 10, 100, B, 974
N, 975, IBM, 10, 100, B, 975
N, 976, IBM, 10, 100, B, 976
N, 977, IBM, 10, 100, B, 977
N, 978, IBM, 10, 100, B, 978
N, 979, IBM, 10, 100, B, 979
N, 980, IBM, 10, 100, B, 980
N, 981, IBM, 10, 100, B, 981
N, 982, IBM, 10, 100, B, 982
N, 983, IBM, 10, 100, B, 983
N, 984, IBM, 10, 100, B, 984
N, 985, IBM, 10, 100, B, 985
N, 986, IBM, 10, 100, B, 986
N, 987, IBM, 10, 100, B, 987
N, 988, IBM, 10, 100, B, 988
N, 989, IBM, 10, 100, B, 989
N, 990, IBM, 10, 100, B, 990
N, 991, IBM, 10, 100, B, 991
N, 992, IBM, 10, 100, B, 992
N, 993, IBM, 10, 100, B, 993
N, 994, IBM, 10, 100, B, 994
N, 995, IBM, 10, 100, B, 995
N, 996, IBM, 10, 100, B, 996
N, 997, IBM, 10, 100, B, 997
N, 998, IBM, 10, 100, B, 998
N, 999, IBM, 10, 100, B, 999
N, 1000, IBM, 10, 100, B, 1000
N, 1001, IBM, 10, 100, B, 1001
N, 1002, IBM, 10, 100, B, 1002
N, 1003, IBM, 10, 100, B, 1003
N, 1004, IBM, 10, 100, B, 1004
N, 1005, IBM, 10, 100, B, 1005
N, 1006, IBM, 10, 100, B, 1006
N, 1007, IBM, 10, 100, B, 1007
N, 1008, IBM, 10, 100, B, 1008
N, 1009, IBM, 10, 100, B, 1009
N, 1010, IBM, 10, 100, B, 1010
N, 1011, IBM, 10, 100, B, 1011
N, 1012, IBM, 10, 100, B, 1012
N, 1013, IBM, 10, 100, B, 1013
N, 1014, IBM, 10, 100, B, 1014
N, 1015, IBM, 10, 100, B, 1015
N, 1016, IBM, 10, 100, B, 1016
N, 1017, IBM, 10, 100, B, 1017
N, 1018, IBM, 10, 100, B, 1018
N, 1019, IBM, 10, 100, B, 1019
N, 1020, IBM, 10, 100, B, 1020
N, 1021, IBM, 10, 100, B, 1021
N, 1022, IBM, 10, 100, B, 1022
N, 1023, IBM, 10, 100, B, 1023
N, 1024, IBM, 10, 100, B, 1024
N, 1025, IBM, 10, 100, B, 1025
N, 1026, IBM, 10, 100, B, 1026
N, 1027, IBM, 10, 100, B, 1027
N, 1028, IBM, 10, 100, B, 1028
N, 1029, IBM, 10, 100, B, 1029
N, 1030, IBM, 10, 100, B, 1030
N, 1031, IBM, 10, 100, B, 1031
N, 1032, IBM, 10, 100, B, 1032
N, 1033, IBM, 10, 100, B, 1033
N, 1034, IBM, 10, 100, B, 1034
N, 1035, IBM, 10, 100, B, 1035
N, 1036, IBM, 10, 100, B, 1036
N, 1037, IBM, 10, 100, B, 1037
N, 1038, IBM, 10, 100, B, 1038
N, 1039, IBM, 10, 100, B, 1039
N, 1040, IBM, 10, 100, B, 1040
N, 1041, IBM, 10, 100, B, 1041
N, 1042, IBM, 10, 100, B, 1042
N, 1043, IBM, 10, 100, B, 1043
N, 1044, IBM, 10, 100, B, 1044
N, 1045, IBM, 10, 100, B, 1045
N, 1046, IBM, 10, 100, B, 1046
N, 1047, IBM, 10, 100, B, 1047
N, 1048, IBM, 10, 100, B, 1048
N, 1049, IBM, 10, 100, B, 1049
N, 1050, IBM, 10, 100, B, 1050
N, 1051, IBM, 10, 100, B, 1051
N, 1052, IBM, 10, 100, B, 1052
N, 1053, IBM, 10, 100, B, 1053
N, 1054, IBM, 10, 100, B, 1054
N, 1055, IBM, 10, 100, B, 1055
N, 1056, IBM, 10, 100, B, 1056
N, 1057, IBM, 10, 100, B, 1057
N, 1058, IBM, 10, 100, B, 1058
N, 1059, IBM, 10, 100, B, 1059
N, 1060, IBM, 10, 100, B, 1060
N, 1061, IBM, 10, 100, B, 1061
N, 1062, IBM, 10, 100, B, 1062
N, 1063, IBM, 10, 100, B, 1063
N, 1064, IBM, 10, 100, B, 1064
N, 1065, IBM, 10, 100, B, 1065
N, 1066, IBM, 10, 100, B, 1066
N, 1067, IBM, 10, 100, B, 1067
N, 1068, IBM, 10, 100, B, 1068
N, 1069, IBM, 10, 100, B, 1069
N, 1070, IBM, 10, 100, B, 1070
N, 1071, IBM, 10, 100, B, 1071
N, 1072, IBM, 10, 100, B, 1072
N, 1073, IBM, 10, 100, B, 1073
N, 1074, IBM, 10, 100, B, 1074
N, 1075, IBM, 10, 100, B, 1075
N, 1076, IBM, 10, 100, B, 1076
N, 1077, IBM, 10, 100, B, 1077
N, 1078, IBM, 10, 100, B, 1078
N, 1079, IBM, 10, 100, B, 1079
N, 1080, IBM, 10, 100, B, 1080
N, 1081, IBM, 10, 100, B, 1081
N, 1082, IBM, 10, 100, B, 1082
N, 1083, IBM, 10, 100, B, 1083
N, 1084, IBM, 10, 100, B, 1084
N, 1085, IBM, 10, 100, B, 1085
N, 1086, IBM, 10, 100, B, 1086
N, 1087, IBM, 10, 100, B, 1087
N, 1088, IBM, 10, 100, B, 1088
N, 1089, IBM, 10, 100, B, 1089
N, 1090, IBM, 10, 100, B, 1090
N, 1091, IBM, 10, 100, B, 1091
N, 1092, IBM, 10, 100, B, 1092
N, 1093, IBM, 10, 100, B, 1093
N, 1094, IBM, 10, 100, B, 1094
N, 1095, IBM, 10, 100, B, 1095
N, 1096, IBM, 10, 100, B, 1096
N, 1097, IBM, 10, 100, B, 1097
N, 1098, IBM, 10, 100, B, 1098
N, 1099, IBM, 10, 100, B, 1099
N, 1100, IBM, 10, 100, B, 1100
N, 1101, IBM, 10, 100, B, 1101
N, 1102, IBM, 10, 100, B, 1102
N, 1103, IBM, 10, 100, B, 1103
N, 1104, IBM, 10, 100, B, 1104
N, 1105, IBM, 10, 100, B, 1105
N, 1106, IBM, 10, 100, B, 1106
N, 1107, IBM, 10, 100, B, 1107
N, 1108, IBM, 10, 100, B, 1108
N, 1109, IBM, 10, 100, B, 1109
N, 1110, IBM, 10, 100, B, 1110
N, 1111, IBM, 10, 100, B, 1111
N, 1112, IBM, 10, 100, B, 1112
N, 1113, IBM, 10, 100, B, 1113
N, 1114, IBM, 10, 100, B, 1114
N, 1115, IBM, 10, 100, B, 1115
N, 1116, IBM, 10, 100, B, 1116
N, 1117, IBM, 10, 100, B, 1117
N, 1118, IBM, 10, 100, B, 1118
N, 1119, IBM, 10, 100, B, 1119
N, 1120, IBM, 10, 100, B, 1120
N, 1121, IBM, 10, 100, B, 1121
N, 1122, IBM, 10, 100, B, 1122
N, 1123, IBM, 10, 100, B, 1123
N, 1124, IBM, 10, 100, B, 1124
N, 1125, IBM, 10, 100, B, 1125
N, 1126, IBM, 10, 100, B, 1126
N, 1127, IBM, 10, 100, B, 1127
N, 1128, IBM, 10, 100, B, 1128
N, 1129, IBM, 10, 100, B, 1129
N, 1130, IBM, 10, 100, B, 1130
N, 1131, IBM, 10, 100, B, 1131
N, 1132, IBM, 10, 100, B, 1132
N, 1133, IBM, 10, 100, B, 1133
N, 1134, IBM, 10, 100, B, 1134
N, 1135, IBM, 10, 100, B, 1135
N, 1136, IBM, 10, 100, B, 1136
N, 1137, IBM, 10, 100, B, 1137
N, 1138, IBM, 10, 100, B, 1138
N, 1139, IBM, 10, 100, B, 1139
N, 1140, IBM, 10, 100, B, 1140
N, 1141, IBM, 10, 100, B, 1141
N, 1142, IBM, 10, 100, B, 1142
N, 1143, IBM, 10, 100, B, 1143
N, 1144, IBM, 10, 100, B, 1144
N, 1145, IBM, 10, 100, B, 1145
N, 1146, IBM, 10, 100, B, 1146
N, 1147, IBM, 10, 100, B, 1147
N, 1148, IBM, 10, 100, B, 1148
N, 1149, IBM, 10, 100, B, 1149
N, 1150, IBM, 10, 100, B, 1150
N, 1151, IBM, 10, 100, B, 1151
N, 1152, IBM, 10, 100, B, 1152
N, 1153, IBM, 10, 100, B, 1153
N, 1154, IBM, 10, 100, B, 1154
N, 1155, IBM, 10, 100, B, 1155
N, 1156, IBM, 10, 100, B, 1156
N, 1157, IBM, 10, 100, B, 1157
N, 1158, IBM, 10, 100, B, 1158
N, 1159, IBM, 10, 100, B, 1159
N, 1160, IBM, 10, 100, B, 1160
N, 1161, IBM, 10, 100, B, 1161
N, 1162, IBM, 10, 100, B, 1162
N, 1163, IBM, 10, 100, B, 1163
N, 1164, IBM, 10, 100, B, 1164
N, 1165, IBM, 10, 100, B, 1165
N, 1166, IBM, 10, 100, B, 1166
N, 1167, IBM, 10, 100, B, 1167
N, 1168, IBM, 10, 100, B, 1168
N, 1169, IBM, 10, 100, B, 1169
N, 1170, IBM, 10, 100, B, 1170
N, 1171, IBM, 10, 100, B, 1171
N, 1172, IBM, 10, 100, B, 1172
N, 1173, IBM, 10, 100, B, 1173
N, 1174, IBM, 10, 100, B, 1174
N, 1175, IBM, 10, 100, B, 1175
N, 1176, IBM, 10, 100, B, 1176
N, 1177, IBM, 10, 100, B, 1177
N, 1178, IBM, 10, 100, B, 1178
N, 1179, IBM, 10, 100, B, 1179
N, 1180, IBM, 10, 100, B, 1180
N, 1181, IBM, 10, 100, B, 1181
N, 1182, IBM, 10, 100, B, 1182
N, 1183, IBM, 10, 100, B, 1183
N, 1184, IBM, 10, 100, B, 1184
N, 1185, IBM, 10, 100, B, 1185
N, 1186, IBM, 10, 100, B, 1186
N, 1187, IBM, 10, 100, B, 1187
N, 1188, IBM, 10, 100, B, 1188
N, 1189, IBM, 10, 100, B, 1189
N, 1190, IBM, 10, 100, B, 1190
N, 1191, IBM, 10, 100, B, 1191
N, 1192, IBM, 10, 100, B, 1192
N, 1193, IBM, 10, 100, B, 1193
N, 1194, IBM, 10, 100, B, 1194
N, 1195, IBM, 10, 100, B, 1195
N, 1196, IBM, 10, 100, B, 1196
N, 1197, IBM, 10, 100, B, 1197
N, 1198, IBM, 10, 100, B, 1198
N, 1199, IBM, 10, 100, B, 1199
N, 1200, IBM, 10, 100, B, 1200
N, 1201, IBM, 10, 100, B, 1201
N, 1202, IBM, 10, 100, B, 1202
N, 1203, IBM, 10, 100, B, 1203
N, 1204, IBM, 10, 100, B, 1204
N, 1205, IBM, 10, 100, B, 1205
N, 1206, IBM, 10, 100, B, 1206
N, 1207, IBM, 10, 100, B, 1207
N, 1208, IBM, 10, 100, B, 1208
N, 1209, IBM, 10, 100, B, 1209
N, 1210, IBM, 10, 100, B, 1210
N, 1211, IBM, 10, 100, B, 1211
N, 1212, IBM, 10, 100, B, 1212
N, 1213, IBM, 10, 100, B, 1213
N, 1214, IBM, 10, 100, B, 1214
N, 1215, IBM, 10, 100, B, 1215
N, 1216, IBM, 10, 100, B, 1216
N, 1217, IBM, 10, 100, B, 1217
N, 1218, IBM, 10, 100, B, 1218
N, 1219, IBM, 10, 100, B, 1219
N, 1220, IBM, 10, 100, B, 1220
N, 1221, IBM, 10, 100, B, 1221
N, 1222, IBM, 10, 100, B, 1222
N, 1223, IBM, 10, 100, B, 1223
N, 1224, IBM, 10, 100, B, 1224
N, 1225, IBM, 10, 100, B, 1225
N, 1226, IBM, 10, 100, B, 1226
N, 1227, IBM, 10, 100, B, 1227
N, 1228, IBM, 10, 100, B, 1228
N, 1229, IBM, 10, 100, B, 1229
N, 1230, IBM, 10, 100, B, 1230
N, 1231, IBM, 10, 100, B, 1231
N, 1232, IBM, 10, 100, B, 1232
N, 1233, IBM, 10, 100, B, 1233
N, 1234, IBM, 10, 100, B, 1234
N, 1235, IBM, 10, 100, B, 1235
N, 1236, IBM, 10, 100, B, 1236
N, 1237, IBM, 10, 100, B, 1237
N, 1238, IBM, 10, 100, B, 1238
N, 1239, IBM, 10, 100, B, 1239
N, 1240, IBM, 10, 100, B, 1240
N, 1241, IBM, 10, 100, B, 1241
N, 1242, IBM, 10, 100, B, 1242
N, 1243, IBM, 10, 100, B, 1243
N, 1244, IBM, 10, 100, B, 1244
N, 1245, IBM, 10, 100, B, 1245
N, 1246, IBM, 10, 100, B, 1246
N, 1247, IBM, 10, 100, B, 1247
N, 1248, IBM, 10, 100, B, 1248
N, 1249, IBM, 10, 100, B, 1249
N, 1250, IBM, 10, 100, B, 1250
N, 1251, IBM, 10, 100, B, 1251
N, 1252, IBM, 10, 100, B, 1252
N, 1253, IBM, 10, 100, B, 1253
N, 1254, IBM, 10, 100, B, 1254
N, 1255, IBM, 10, 100, B, 1255
N, 1256, IBM, 10, 100, B, 1256
N, 1257, IBM, 10, 100, B, 1257
N, 1258, IBM, 10, 100, B, 1258
N, 1259, IBM, 10, 100, B, 1259
N, 1260, IBM, 10, 100, B, 1260
N, 1261, IBM, 10, 100, B, 1261
N, 1262, IBM, 10, 100, B, 1262
N, 1263, IBM, 10, 100, B, 1263
N, 1264, IBM, 10, 100, B, 1264
N, 1265, IBM, 10, 100, B, 1265
N, 1266, IBM, 10, 100, B, 1266
N, 1267, IBM, 10, 100, B, 1267
N, 1268, IBM, 10, 100, B, 1268
N, 1269, IBM, 10, 100, B, 1269
N, 1270, IBM, 10, 100, B, 1270
N, 1271, IBM, 10, 100, B, 1271
N, 1272, IBM, 10, 100, B, 1272
N, 1273, IBM, 10, 100, B, 1273
N, 1274, IBM, 10, 100, B, 1274
N, 1275, IBM, 10, 100, B, 1275
N, 1276, IBM, 10, 100, B, 1276
N, 1277, IBM, 10, 100, B, 1277
N, 1278, IBM, 10, 100, B, 1278
N, 1279, IBM, 10, 100, B, 1279
N, 1280, IBM, 10, 100, B, 1280
N, 1281, IBM, 10, 100, B, 1281
N, 1282, IBM, 10, 100, B, 1282
N, 1283, IBM, 10, 100, B, 1283
N, 1284, IBM, 10, 100, B, 1284
N, 1285, IBM, 10, 100, B, 1285
N, 1286, IBM, 10, 100, B, 1286
N, 1287, IBM, 10, 100, B, 1287
N, 1288, IBM, 10, 100, B, 1288
N, 1289, IBM, 10, 100, B, 1289
N, 1290, IBM, 10, 100, B, 1290
N, 1291, IBM, 10, 100, B, 1291
N, 1292, IBM, 10, 100, B, 1292
N, 1293, IBM, 10, 100, B, 1293
N, 1294, IBM, 10, 100, B, 1294
N, 1295, IBM, 10, 100, B, 1295
N, 1296, IBM, 10, 100, B, 1296
N, 1297, IBM, 10, 100, B, 1297
N, 1298, IBM, 10, 100, B, 1298
N, 1299, IBM, 10, 100, B, 1299
N, 1300, IBM, 10, 100, B, 1300
N, 1301, IBM, 10, 100, B, 1301
N, 1302, IBM, 10, 100, B, 1302
N, 1303, IBM, 10, 100, B, 1303
N, 1304, IBM, 10, 100, B, 1304
N, 1305, IBM, 10, 100, B, 1305
N, 1306, IBM, 10, 100, B, 1306
N, 1307, IBM, 10, 100, B, 1307
N, 1308, IBM, 10, 100, B, 1308
N, 1309, IBM, 10, 100, B, 1309
N, 1310, IBM, 10, 100, B, 1310
N, 1311, IBM, 10, 100, B, 1311
N, 1312, IBM, 10, 100, B, 1312
N, 1313, IBM, 10, 100, B, 1313
N, 1314, IBM, 10, 100, B, 1314
N, 1315, IBM, 10, 100, B, 1315
N, 1316, IBM, 10, 100, B, 1316
N, 1317, IBM, 10, 100, B, 1317
N, 1318, IBM, 10, 100, B, 1318
N, 1319, IBM, 10, 100, B, 1319
N, 1320, IBM, 10, 100, B, 1320
N, 1321, IBM, 10, 100, B, 1321
N, 1322, IBM, 10, 100, B, 1322
N, 1323, IBM, 10, 100, B, 1323
N, 1324, IBM, 10, 100, B, 1324
N, 1325, IBM, 10, 100, B, 1325
N, 1326, IBM, 10, 100, B, 1326
N, 1327, IBM, 10, 100, B, 1327
N, 1328, IBM, 10, 100, B, 1328
N, 1329, IBM, 10, 100, B, 1329
N, 1330, IBM, 10, 100, B, 1330
N, 1331, IBM, 10, 100, B, 1331
N, 1332, IBM, 10, 100, B, 1332
N, 1333, IBM, 10, 100, B, 1333
N, 1334, IBM, 10, 100, B, 1334
N, 1335, IBM, 10, 100, B, 1335
N, 1336, IBM, 10, 100, B, 1336
N, 1337, IBM, 10, 100, B, 1337
N, 1338, IBM, 10, 100, B, 1338
N, 1339, IBM, 10, 100, B, 1339
N, 1340, IBM, 10, 100, B, 1340
N, 1341, IBM, 10, 100, B, 1341
N, 1342, IBM, 10, 100, B, 1342
N, 1343, IBM, 10, 100, B, 1343
N, 1344, IBM, 10, 100, B, 1344
N, 1345, IBM, 10, 100, B, 1345
N, 1346, IBM, 10, 100, B, 1346
N, 1347, IBM, 10, 100, B, 1347
N, 1348, IBM, 10, 100, B, 1348
N, 1349, IBM, 10, 100, B, 1349
N, 1350, IBM, 10, 100, B, 1350
N, 1351, IBM, 10, 100, B, 1351
N, 1352, IBM, 10, 100, B, 1352
N, 1353, IBM, 10, 100, B, 1353
N, 1354, IBM, 10, 100, B, 1354
N, 1355, IBM, 10, 100, B, 1355
N, 1356, IBM, 10, 100, B, 1356
N, 1357, IBM, 10, 100, B, 1357
N, 1358, IBM, 10, 100, B, 1358
N, 1359, IBM, 10, 100, B, 1359
N, 1360, IBM, 10, 100, B, 1360
